company,financial_year,ytd_upto_month,segment,premium_ytd
National Insurance Co Ltd,FY24,JULY,fire,533.15
Raheja QBE General Insurance Co Ltd,FY25,JULY,fire,7.22
Raheja QBE General Insurance Co Ltd,FY24,JULY,fire,6.77
Reliance General Insurance Co Ltd,FY25,JULY,fire,765.94
Reliance General Insurance Co Ltd,FY24,JULY,fire,694.84
Royal Sundaram General Insurance Co Ltd,FY25,JULY,fire,196.51
Royal Sundaram General Insurance Co Ltd,FY24,JULY,fire,150.39
SBI General Insurance Co Ltd,FY25,JULY,fire,742.12
SBI General Insurance Co Ltd,FY24,JULY,fire,686.08
Shriram General Insurance Co Ltd,FY25,JULY,fire,43.01
Shriram General Insurance Co Ltd,FY24,JULY,fire,36.82
Tata AIG General Insurance Co Ltd,FY25,JULY,fire,1122.15
Tata AIG General Insurance Co Ltd,FY24,JULY,fire,1076.79
The New India Assurance Co Ltd,FY25,JULY,fire,2240.63
The New India Assurance Co Ltd,FY24,JULY,fire,1632.89
The Oriental Insurance Co Ltd,FY25,JULY,fire,906.27
The Oriental Insurance Co Ltd,FY24,JULY,fire,778.13
United India Insurance Co Ltd,FY25,JULY,fire,965.34
United India Insurance Co Ltd,FY24,JULY,fire,738.02
Universal Sompo General Insurance Co Ltd,FY25,JULY,fire,180.94
Universal Sompo General Insurance Co Ltd,FY24,JULY,fire,135.23
Zuno General Insurance Co Ltd,FY25,JULY,fire,27.14
Zuno General Insurance Co Ltd,FY24,JULY,fire,22.73
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,JULY,fire,61.36
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,JULY,fire,35.85
Bajaj Allianz General Insurance Co Ltd,FY25,JULY,marine_total,150.48
Bajaj Allianz General Insurance Co Ltd,FY24,JULY,marine_total,131.43
Cholamandalam MS General Insurance Co Ltd,FY25,JULY,marine_total,65.63
Cholamandalam MS General Insurance Co Ltd,FY24,JULY,marine_total,60.45
Generali Central Insurance Company Limited,FY25,JULY,marine_total,59.75
Generali Central Insurance Company Limited,FY24,JULY,marine_total,53.45
Go Digit General Insurance Ltd,FY25,JULY,marine_total,28.52
Go Digit General Insurance Ltd,FY24,JULY,marine_total,28.48
HDFC Ergo General Insurance Co Ltd,FY25,JULY,marine_total,70.45
HDFC Ergo General Insurance Co Ltd,FY24,JULY,marine_total,79.23
ICICI Lombard General Insurance Co Ltd,FY25,JULY,marine_total,386.46
ICICI Lombard General Insurance Co Ltd,FY24,JULY,marine_total,412.68
IFFCO-Tokio General Insurance Co Ltd,FY25,JULY,marine_total,144.63
IFFCO-Tokio General Insurance Co Ltd,FY24,JULY,marine_total,114.36
Liberty  General Insurance Co. Ltd,FY25,JULY,marine_total,9.12
Liberty  General Insurance Co. Ltd,FY24,JULY,marine_total,11.27
Magma General Insurance Limited,FY25,JULY,marine_total,16.27
Magma General Insurance Limited,FY24,JULY,marine_total,15.74
National Insurance Co Ltd,FY25,JULY,marine_total,93.25
National Insurance Co Ltd,FY24,JULY,marine_total,114.75
Raheja QBE General Insurance Co Ltd,FY24,JULY,marine_total,0.04
Reliance General Insurance Co Ltd,FY25,JULY,marine_total,61.49
Reliance General Insurance Co Ltd,FY24,JULY,marine_total,64.8
Royal Sundaram General Insurance Co Ltd,FY25,JULY,marine_total,28.87
Royal Sundaram General Insurance Co Ltd,FY24,JULY,marine_total,24.5
SBI General Insurance Co Ltd,FY25,JULY,marine_total,42.57
SBI General Insurance Co Ltd,FY24,JULY,marine_total,41.27
Shriram General Insurance Co Ltd,FY25,JULY,marine_total,1.86
Shriram General Insurance Co Ltd,FY24,JULY,marine_total,1.0
Tata AIG General Insurance Co Ltd,FY25,JULY,marine_total,284.98
Tata AIG General Insurance Co Ltd,FY24,JULY,marine_total,262.77
The New India Assurance Co Ltd,FY25,JULY,marine_total,381.52
The New India Assurance Co Ltd,FY24,JULY,marine_total,384.94
The Oriental Insurance Co Ltd,FY25,JULY,marine_total,216.02
The Oriental Insurance Co Ltd,FY24,JULY,marine_total,177.83
United India Insurance Co Ltd,FY25,JULY,marine_total,176.51
United India Insurance Co Ltd,FY24,JULY,marine_total,153.09
Universal Sompo General Insurance Co Ltd,FY25,JULY,marine_total,27.19
Universal Sompo General Insurance Co Ltd,FY24,JULY,marine_total,41.72
Zuno General Insurance Co Ltd,FY25,JULY,marine_total,0.54
Zuno General Insurance Co Ltd,FY24,JULY,marine_total,0.38
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,JULY,marine_total,8.22
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,JULY,marine_total,4.79
Bajaj Allianz General Insurance Co Ltd,FY25,JULY,engineering,190.64
Bajaj Allianz General Insurance Co Ltd,FY24,JULY,engineering,163.94
Cholamandalam MS General Insurance Co Ltd,FY25,JULY,engineering,14.88
Cholamandalam MS General Insurance Co Ltd,FY24,JULY,engineering,15.37
Generali Central Insurance Company Limited,FY25,JULY,engineering,36.18
Generali Central Insurance Company Limited,FY24,JULY,engineering,38.53
Go Digit General Insurance Ltd,FY25,JULY,engineering,63.93
Go Digit General Insurance Ltd,FY24,JULY,engineering,40.2
HDFC Ergo General Insurance Co Ltd,FY25,JULY,engineering,149.26
HDFC Ergo General Insurance Co Ltd,FY24,JULY,engineering,124.77
ICICI Lombard General Insurance Co Ltd,FY25,JULY,engineering,428.01
ICICI Lombard General Insurance Co Ltd,FY24,JULY,engineering,383.76
IFFCO-Tokio General Insurance Co Ltd,FY25,JULY,engineering,138.85
IFFCO-Tokio General Insurance Co Ltd,FY24,JULY,engineering,92.53
Liberty  General Insurance Co. Ltd,FY25,JULY,engineering,15.13
Liberty  General Insurance Co. Ltd,FY24,JULY,engineering,12.57
Magma General Insurance Limited,FY25,JULY,engineering,15.01
Magma General Insurance Limited,FY24,JULY,engineering,5.01
National Insurance Co Ltd,FY25,JULY,engineering,174.34
National Insurance Co Ltd,FY24,JULY,engineering,132.93
Raheja QBE General Insurance Co Ltd,FY25,JULY,engineering,0.32
Raheja QBE General Insurance Co Ltd,FY24,JULY,engineering,0.36
Reliance General Insurance Co Ltd,FY25,JULY,engineering,178.53
Reliance General Insurance Co Ltd,FY24,JULY,engineering,178.74
Royal Sundaram General Insurance Co Ltd,FY25,JULY,engineering,30.73
Royal Sundaram General Insurance Co Ltd,FY24,JULY,engineering,26.13
SBI General Insurance Co Ltd,FY25,JULY,engineering,65.8
SBI General Insurance Co Ltd,FY24,JULY,engineering,57.45
Shriram General Insurance Co Ltd,FY25,JULY,engineering,9.32
Shriram General Insurance Co Ltd,FY24,JULY,engineering,7.53
Tata AIG General Insurance Co Ltd,FY25,JULY,engineering,122.23
Tata AIG General Insurance Co Ltd,FY24,JULY,engineering,102.54
The New India Assurance Co Ltd,FY25,JULY,engineering,379.53
The New India Assurance Co Ltd,FY24,JULY,engineering,321.68
The Oriental Insurance Co Ltd,FY25,JULY,engineering,169.1
The Oriental Insurance Co Ltd,FY24,JULY,engineering,148.71
United India Insurance Co Ltd,FY25,JULY,engineering,175.73
United India Insurance Co Ltd,FY24,JULY,engineering,167.39
Universal Sompo General Insurance Co Ltd,FY25,JULY,engineering,5.33
Universal Sompo General Insurance Co Ltd,FY24,JULY,engineering,3.81
Zuno General Insurance Co Ltd,FY25,JULY,engineering,0.99
Zuno General Insurance Co Ltd,FY24,JULY,engineering,1.11
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,JULY,engineering,6.16
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,JULY,engineering,3.62
Acko General Insurance Ltd,FY25,JULY,motor_total,329.49
Acko General Insurance Ltd,FY24,JULY,motor_total,280.64
Bajaj Allianz General Insurance Co Ltd,FY25,JULY,motor_total,2266.17
Bajaj Allianz General Insurance Co Ltd,FY24,JULY,motor_total,1936.57
Cholamandalam MS General Insurance Co Ltd,FY25,JULY,motor_total,1643.14
Cholamandalam MS General Insurance Co Ltd,FY24,JULY,motor_total,1552.19
Generali Central Insurance Company Limited,FY25,JULY,motor_total,566.01
Generali Central Insurance Company Limited,FY24,JULY,motor_total,622.32
Go Digit General Insurance Ltd,FY25,JULY,motor_total,2020.31
Go Digit General Insurance Ltd,FY24,JULY,motor_total,1779.54
HDFC Ergo General Insurance Co Ltd,FY25,JULY,motor_total,776.01
HDFC Ergo General Insurance Co Ltd,FY24,JULY,motor_total,1190.76
ICICI Lombard General Insurance Co Ltd,FY25,JULY,motor_total,3270.75
ICICI Lombard General Insurance Co Ltd,FY24,JULY,motor_total,3222.14
IFFCO-Tokio General Insurance Co Ltd,FY25,JULY,motor_total,1204.14
IFFCO-Tokio General Insurance Co Ltd,FY24,JULY,motor_total,1170.85
Liberty  General Insurance Co. Ltd,FY25,JULY,motor_total,548.84
Liberty  General Insurance Co. Ltd,FY24,JULY,motor_total,552.43
Magma General Insurance Limited,FY25,JULY,motor_total,634.14
Magma General Insurance Limited,FY24,JULY,motor_total,621.82
National Insurance Co Ltd,FY25,JULY,motor_total,1640.55
National Insurance Co Ltd,FY24,JULY,motor_total,1435.33
Navi General Insurance Co. Ltd,FY25,JULY,motor_total,0.27
Navi General Insurance Co. Ltd,FY24,JULY,motor_total,0.79
Raheja QBE General Insurance Co Ltd,FY25,JULY,motor_total,16.16
Raheja QBE General Insurance Co Ltd,FY24,JULY,motor_total,112.07
Reliance General Insurance Co Ltd,FY25,JULY,motor_total,1385.61
Reliance General Insurance Co Ltd,FY24,JULY,motor_total,1321.16
Royal Sundaram General Insurance Co Ltd,FY25,JULY,motor_total,814.6
Royal Sundaram General Insurance Co Ltd,FY24,JULY,motor_total,799.93
SBI General Insurance Co Ltd,FY25,JULY,motor_total,1529.17
SBI General Insurance Co Ltd,FY24,JULY,motor_total,1265.68
Shriram General Insurance Co Ltd,FY25,JULY,motor_total,1201.5
Shriram General Insurance Co Ltd,FY24,JULY,motor_total,913.24
Tata AIG General Insurance Co Ltd,FY25,JULY,motor_total,2785.95
Tata AIG General Insurance Co Ltd,FY24,JULY,motor_total,2578.53
The New India Assurance Co Ltd,FY25,JULY,motor_total,3065.87
The New India Assurance Co Ltd,FY24,JULY,motor_total,2991.24
The Oriental Insurance Co Ltd,FY25,JULY,motor_total,1316.1
The Oriental Insurance Co Ltd,FY24,JULY,motor_total,1236.36
United India Insurance Co Ltd,FY25,JULY,motor_total,3098.06
United India Insurance Co Ltd,FY24,JULY,motor_total,2295.92
Universal Sompo General Insurance Co Ltd,FY25,JULY,motor_total,869.94
Universal Sompo General Insurance Co Ltd,FY24,JULY,motor_total,782.65
Zuno General Insurance Co Ltd,FY25,JULY,motor_total,170.63
Zuno General Insurance Co Ltd,FY24,JULY,motor_total,153.1
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,JULY,motor_total,284.16
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,JULY,motor_total,282.62
Acko General Insurance Ltd,FY25,JULY,health,349.41
Acko General Insurance Ltd,FY24,JULY,health,345.52
Bajaj Allianz General Insurance Co Ltd,FY25,JULY,health,2201.59
Bajaj Allianz General Insurance Co Ltd,FY24,JULY,health,2759.46
Cholamandalam MS General Insurance Co Ltd,FY25,JULY,health,330.59
Cholamandalam MS General Insurance Co Ltd,FY24,JULY,health,373.39
Generali Central Insurance Company Limited,FY25,JULY,health,569.03
Generali Central Insurance Company Limited,FY24,JULY,health,859.61
Go Digit General Insurance Ltd,FY25,JULY,health,494.92
Go Digit General Insurance Ltd,FY24,JULY,health,487.53
HDFC Ergo General Insurance Co Ltd,FY25,JULY,health,1937.95
HDFC Ergo General Insurance Co Ltd,FY24,JULY,health,2030.53
ICICI Lombard General Insurance Co Ltd,FY25,JULY,health,3065.96
ICICI Lombard General Insurance Co Ltd,FY24,JULY,health,2980.79
IFFCO-Tokio General Insurance Co Ltd,FY25,JULY,health,310.09
IFFCO-Tokio General Insurance Co Ltd,FY24,JULY,health,305.87
Liberty  General Insurance Co. Ltd,FY25,JULY,health,212.65
Liberty  General Insurance Co. Ltd,FY24,JULY,health,111.98
Magma General Insurance Limited,FY25,JULY,health,311.75
Magma General Insurance Limited,FY24,JULY,health,261.23
National Insurance Co Ltd,FY25,JULY,health,2023.43
National Insurance Co Ltd,FY24,JULY,health,2159.03
Navi General Insurance Co. Ltd,FY25,JULY,health,40.22
Navi General Insurance Co. Ltd,FY24,JULY,health,16.53
Raheja QBE General Insurance Co Ltd,FY25,JULY,health,1.84
Raheja QBE General Insurance Co Ltd,FY24,JULY,health,17.82
Reliance General Insurance Co Ltd,FY25,JULY,health,1128.18
Reliance General Insurance Co Ltd,FY24,JULY,health,837.82
Royal Sundaram General Insurance Co Ltd,FY25,JULY,health,432.86
Royal Sundaram General Insurance Co Ltd,FY24,JULY,health,283.46
SBI General Insurance Co Ltd,FY25,JULY,health,1087.69
SBI General Insurance Co Ltd,FY24,JULY,health,762.62
Shriram General Insurance Co Ltd,FY25,JULY,health,4.71
Shriram General Insurance Co Ltd,FY24,JULY,health,1.02
Tata AIG General Insurance Co Ltd,FY25,JULY,health,1300.41
Tata AIG General Insurance Co Ltd,FY24,JULY,health,1114.25
The New India Assurance Co Ltd,FY25,JULY,health,8889.04
The New India Assurance Co Ltd,FY24,JULY,health,7583.52
The Oriental Insurance Co Ltd,FY25,JULY,health,3122.11
The Oriental Insurance Co Ltd,FY24,JULY,health,2911.29
United India Insurance Co Ltd,FY25,JULY,health,2945.96
United India Insurance Co Ltd,FY24,JULY,health,3330.09
Universal Sompo General Insurance Co Ltd,FY25,JULY,health,526.5
Universal Sompo General Insurance Co Ltd,FY24,JULY,health,240.05
Zuno General Insurance Co Ltd,FY25,JULY,health,116.68
Zuno General Insurance Co Ltd,FY24,JULY,health,114.41
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,JULY,health,320.68
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,JULY,health,238.13
 Niva bupa health insurance company limited,FY25,JULY,health,2237.23
 Niva bupa health insurance company limited,FY24,JULY,health,2009.58
Aditya Birla Health Insurance Co Ltd,FY25,JULY,health,1720.52
Aditya Birla Health Insurance Co Ltd,FY24,JULY,health,1325.9
Care Health Insurance Ltd,FY25,JULY,health,2828.58
Care Health Insurance Ltd,FY24,JULY,health,2596.94
Galaxy Health Insurance Company Ltd,FY25,JULY,health,23.42
ManipalCigna Health Insurance Co Ltd,FY25,JULY,health,671.21
ManipalCigna Health Insurance Co Ltd,FY24,JULY,health,537.68
Narayana Health Insurance Ltd,FY25,JULY,health,4.61
Star Health & Allied Insurance Co Ltd,FY25,JULY,health,5066.24
Star Health & Allied Insurance Co Ltd,FY24,JULY,health,4885.93
Bajaj Allianz General Insurance Co Ltd,FY25,JULY,aviation,7.6
Bajaj Allianz General Insurance Co Ltd,FY24,JULY,aviation,3.96
Go Digit General Insurance Ltd,FY25,JULY,aviation,0.83
HDFC Ergo General Insurance Co Ltd,FY25,JULY,aviation,3.57
HDFC Ergo General Insurance Co Ltd,FY24,JULY,aviation,6.28
ICICI Lombard General Insurance Co Ltd,FY25,JULY,aviation,46.31
ICICI Lombard General Insurance Co Ltd,FY24,JULY,aviation,65.35
National Insurance Co Ltd,FY25,JULY,aviation,21.51
National Insurance Co Ltd,FY24,JULY,aviation,23.91
Reliance General Insurance Co Ltd,FY25,JULY,aviation,0.57
Reliance General Insurance Co Ltd,FY24,JULY,aviation,11.96
SBI General Insurance Co Ltd,FY25,JULY,aviation,0.21
SBI General Insurance Co Ltd,FY24,JULY,aviation,0.04
Tata AIG General Insurance Co Ltd,FY25,JULY,aviation,64.55
Tata AIG General Insurance Co Ltd,FY24,JULY,aviation,67.76
The New India Assurance Co Ltd,FY25,JULY,aviation,124.97
The New India Assurance Co Ltd,FY24,JULY,aviation,125.85
The Oriental Insurance Co Ltd,FY25,JULY,aviation,36.83
The Oriental Insurance Co Ltd,FY24,JULY,aviation,48.11
United India Insurance Co Ltd,FY25,JULY,aviation,9.25
United India Insurance Co Ltd,FY24,JULY,aviation,12.45
Acko General Insurance Ltd,FY25,JULY,liability,12.55
Acko General Insurance Ltd,FY24,JULY,liability,30.43
Bajaj Allianz General Insurance Co Ltd,FY25,JULY,liability,425.99
Bajaj Allianz General Insurance Co Ltd,FY24,JULY,liability,349.29
Cholamandalam MS General Insurance Co Ltd,FY25,JULY,liability,14.12
Cholamandalam MS General Insurance Co Ltd,FY24,JULY,liability,11.38
Generali Central Insurance Company Limited,FY25,JULY,liability,28.66
Generali Central Insurance Company Limited,FY24,JULY,liability,22.17
Go Digit General Insurance Ltd,FY25,JULY,liability,114.89
Go Digit General Insurance Ltd,FY24,JULY,liability,48.36
HDFC Ergo General Insurance Co Ltd,FY25,JULY,liability,301.16
HDFC Ergo General Insurance Co Ltd,FY24,JULY,liability,298.3
ICICI Lombard General Insurance Co Ltd,FY25,JULY,liability,409.92
ICICI Lombard General Insurance Co Ltd,FY24,JULY,liability,420.35
IFFCO-Tokio General Insurance Co Ltd,FY25,JULY,liability,114.52
IFFCO-Tokio General Insurance Co Ltd,FY24,JULY,liability,95.51
Liberty  General Insurance Co. Ltd,FY25,JULY,liability,16.01
Liberty  General Insurance Co. Ltd,FY24,JULY,liability,6.34
Magma General Insurance Limited,FY25,JULY,liability,43.73
Magma General Insurance Limited,FY24,JULY,liability,37.15
National Insurance Co Ltd,FY25,JULY,liability,96.46
National Insurance Co Ltd,FY24,JULY,liability,137.04
Raheja QBE General Insurance Co Ltd,FY25,JULY,liability,32.05
Raheja QBE General Insurance Co Ltd,FY24,JULY,liability,23.83
Reliance General Insurance Co Ltd,FY25,JULY,liability,42.88
Reliance General Insurance Co Ltd,FY24,JULY,liability,32.21
Royal Sundaram General Insurance Co Ltd,FY25,JULY,liability,10.06
Royal Sundaram General Insurance Co Ltd,FY24,JULY,liability,7.33
SBI General Insurance Co Ltd,FY25,JULY,liability,47.31
SBI General Insurance Co Ltd,FY24,JULY,liability,32.19
Shriram General Insurance Co Ltd,FY25,JULY,liability,3.5
Shriram General Insurance Co Ltd,FY24,JULY,liability,3.16
Tata AIG General Insurance Co Ltd,FY25,JULY,liability,351.89
Tata AIG General Insurance Co Ltd,FY24,JULY,liability,350.0
The New India Assurance Co Ltd,FY25,JULY,liability,236.3
The New India Assurance Co Ltd,FY24,JULY,liability,222.51
The Oriental Insurance Co Ltd,FY25,JULY,liability,54.4
The Oriental Insurance Co Ltd,FY24,JULY,liability,52.19
United India Insurance Co Ltd,FY25,JULY,liability,117.5
United India Insurance Co Ltd,FY24,JULY,liability,117.75
Universal Sompo General Insurance Co Ltd,FY25,JULY,liability,11.97
Universal Sompo General Insurance Co Ltd,FY24,JULY,liability,8.7
Zuno General Insurance Co Ltd,FY25,JULY,liability,0.01
Zuno General Insurance Co Ltd,FY24,JULY,liability,0.03
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,JULY,liability,2.28
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,JULY,liability,0.64
Acko General Insurance Ltd,FY25,JULY,personal_accident,4.12
Acko General Insurance Ltd,FY24,JULY,personal_accident,2.64
Bajaj Allianz General Insurance Co Ltd,FY25,JULY,personal_accident,89.92
Bajaj Allianz General Insurance Co Ltd,FY24,JULY,personal_accident,97.31
Cholamandalam MS General Insurance Co Ltd,FY25,JULY,personal_accident,61.59
Cholamandalam MS General Insurance Co Ltd,FY24,JULY,personal_accident,126.77
Generali Central Insurance Company Limited,FY25,JULY,personal_accident,42.55
Generali Central Insurance Company Limited,FY24,JULY,personal_accident,46.89
Go Digit General Insurance Ltd,FY25,JULY,personal_accident,159.53
Go Digit General Insurance Ltd,FY24,JULY,personal_accident,292.31
HDFC Ergo General Insurance Co Ltd,FY25,JULY,personal_accident,225.97
HDFC Ergo General Insurance Co Ltd,FY24,JULY,personal_accident,150.2
ICICI Lombard General Insurance Co Ltd,FY25,JULY,personal_accident,166.09
ICICI Lombard General Insurance Co Ltd,FY24,JULY,personal_accident,230.37
IFFCO-Tokio General Insurance Co Ltd,FY25,JULY,personal_accident,36.91
IFFCO-Tokio General Insurance Co Ltd,FY24,JULY,personal_accident,42.77
Liberty  General Insurance Co. Ltd,FY25,JULY,personal_accident,7.48
Liberty  General Insurance Co. Ltd,FY24,JULY,personal_accident,7.52
Magma General Insurance Limited,FY25,JULY,personal_accident,20.64
Magma General Insurance Limited,FY24,JULY,personal_accident,10.57
National Insurance Co Ltd,FY25,JULY,personal_accident,345.01
National Insurance Co Ltd,FY24,JULY,personal_accident,372.2
Navi General Insurance Co. Ltd,FY25,JULY,personal_accident,0.92
Raheja QBE General Insurance Co Ltd,FY25,JULY,personal_accident,0.55
Raheja QBE General Insurance Co Ltd,FY24,JULY,personal_accident,0.16
Reliance General Insurance Co Ltd,FY25,JULY,personal_accident,128.63
Reliance General Insurance Co Ltd,FY24,JULY,personal_accident,89.13
Royal Sundaram General Insurance Co Ltd,FY25,JULY,personal_accident,26.52
Royal Sundaram General Insurance Co Ltd,FY24,JULY,personal_accident,26.62
SBI General Insurance Co Ltd,FY25,JULY,personal_accident,516.24
SBI General Insurance Co Ltd,FY24,JULY,personal_accident,353.06
Shriram General Insurance Co Ltd,FY25,JULY,personal_accident,41.9
Shriram General Insurance Co Ltd,FY24,JULY,personal_accident,36.26
Tata AIG General Insurance Co Ltd,FY25,JULY,personal_accident,75.09
Tata AIG General Insurance Co Ltd,FY24,JULY,personal_accident,78.75
The New India Assurance Co Ltd,FY25,JULY,personal_accident,301.91
The New India Assurance Co Ltd,FY24,JULY,personal_accident,281.97
The Oriental Insurance Co Ltd,FY25,JULY,personal_accident,1856.17
The Oriental Insurance Co Ltd,FY24,JULY,personal_accident,797.71
United India Insurance Co Ltd,FY25,JULY,personal_accident,180.96
United India Insurance Co Ltd,FY24,JULY,personal_accident,120.66
Universal Sompo General Insurance Co Ltd,FY25,JULY,personal_accident,71.21
Universal Sompo General Insurance Co Ltd,FY24,JULY,personal_accident,63.65
Zuno General Insurance Co Ltd,FY25,JULY,personal_accident,4.28
Zuno General Insurance Co Ltd,FY24,JULY,personal_accident,7.29
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,JULY,personal_accident,19.0
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,JULY,personal_accident,25.12
 Niva bupa health insurance company limited,FY25,JULY,personal_accident,31.99
 Niva bupa health insurance company limited,FY24,JULY,personal_accident,33.82
Aditya Birla Health Insurance Co Ltd,FY25,JULY,personal_accident,68.52
Aditya Birla Health Insurance Co Ltd,FY24,JULY,personal_accident,79.66
Care Health Insurance Ltd,FY25,JULY,personal_accident,57.01
Care Health Insurance Ltd,FY24,JULY,personal_accident,64.01
Galaxy Health Insurance Company Ltd,FY25,JULY,personal_accident,1.41
ManipalCigna Health Insurance Co Ltd,FY25,JULY,personal_accident,12.99
ManipalCigna Health Insurance Co Ltd,FY24,JULY,personal_accident,9.6
Star Health & Allied Insurance Co Ltd,FY25,JULY,personal_accident,49.55
Star Health & Allied Insurance Co Ltd,FY24,JULY,personal_accident,57.94
Acko General Insurance Ltd,FY25,JULY,misc,26.51
Acko General Insurance Ltd,FY24,JULY,misc,22.98
Bajaj Allianz General Insurance Co Ltd,FY25,JULY,misc,487.86
Bajaj Allianz General Insurance Co Ltd,FY24,JULY,misc,446.62
Cholamandalam MS General Insurance Co Ltd,FY25,JULY,misc,15.76
Cholamandalam MS General Insurance Co Ltd,FY24,JULY,misc,171.57
Generali Central Insurance Company Limited,FY25,JULY,misc,77.04
Generali Central Insurance Company Limited,FY24,JULY,misc,128.74
Go Digit General Insurance Ltd,FY25,JULY,misc,91.81
Go Digit General Insurance Ltd,FY24,JULY,misc,85.91
HDFC Ergo General Insurance Co Ltd,FY25,JULY,misc,148.72
HDFC Ergo General Insurance Co Ltd,FY24,JULY,misc,540.47
ICICI Lombard General Insurance Co Ltd,FY25,JULY,misc,629.18
ICICI Lombard General Insurance Co Ltd,FY24,JULY,misc,1136.0
IFFCO-Tokio General Insurance Co Ltd,FY25,JULY,misc,379.63
IFFCO-Tokio General Insurance Co Ltd,FY24,JULY,misc,344.68
Kshema General insurance,FY25,JULY,misc,288.79
Kshema General insurance,FY24,JULY,misc,306.44
Liberty  General Insurance Co. Ltd,FY25,JULY,misc,24.74
Liberty  General Insurance Co. Ltd,FY24,JULY,misc,29.44
Magma General Insurance Limited,FY25,JULY,misc,4.56
Magma General Insurance Limited,FY24,JULY,misc,1.52
National Insurance Co Ltd,FY25,JULY,misc,234.12
National Insurance Co Ltd,FY24,JULY,misc,227.48
Raheja QBE General Insurance Co Ltd,FY25,JULY,misc,0.09
Raheja QBE General Insurance Co Ltd,FY24,JULY,misc,0.05
Reliance General Insurance Co Ltd,FY25,JULY,misc,619.71
Reliance General Insurance Co Ltd,FY24,JULY,misc,1076.11
Royal Sundaram General Insurance Co Ltd,FY25,JULY,misc,8.63
Royal Sundaram General Insurance Co Ltd,FY24,JULY,misc,5.49
SBI General Insurance Co Ltd,FY25,JULY,misc,481.19
SBI General Insurance Co Ltd,FY24,JULY,misc,650.92
Shriram General Insurance Co Ltd,FY25,JULY,misc,18.09
Shriram General Insurance Co Ltd,FY24,JULY,misc,6.35
Tata AIG General Insurance Co Ltd,FY25,JULY,misc,335.44
Tata AIG General Insurance Co Ltd,FY24,JULY,misc,178.29
The New India Assurance Co Ltd,FY25,JULY,misc,815.92
The New India Assurance Co Ltd,FY24,JULY,misc,683.45
The Oriental Insurance Co Ltd,FY25,JULY,misc,205.95
The Oriental Insurance Co Ltd,FY24,JULY,misc,729.98
United India Insurance Co Ltd,FY25,JULY,misc,218.04
United India Insurance Co Ltd,FY24,JULY,misc,420.27
Universal Sompo General Insurance Co Ltd,FY25,JULY,misc,59.06
Universal Sompo General Insurance Co Ltd,FY24,JULY,misc,224.79
Zuno General Insurance Co Ltd,FY25,JULY,misc,9.62
Zuno General Insurance Co Ltd,FY24,JULY,misc,0.41
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,JULY,misc,18.83
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,JULY,misc,17.54
Star Health & Allied Insurance Co Ltd,FY25,JULY,misc,0.02
Star Health & Allied Insurance Co Ltd,FY24,JULY,misc,0.14
Agriculture Insurance Co Of India Ltd,FY25,JULY,misc,1573.94
Agriculture Insurance Co Of India Ltd,FY24,JULY,misc,1051.58
ECGC Ltd,FY25,JULY,misc,443.41
ECGC Ltd,FY24,JULY,misc,428.24
Acko General Insurance Ltd,FY25,AUG,fire,0.01
Bajaj Allianz General Insurance Co Ltd,FY25,AUG,fire,1591.42
Bajaj Allianz General Insurance Co Ltd,FY24,AUG,fire,1370.42
Cholamandalam MS General Insurance Co Ltd,FY25,AUG,fire,329.86
Cholamandalam MS General Insurance Co Ltd,FY24,AUG,fire,348.21
Generali Central Insurance Company Limited,FY25,AUG,fire,392.65
Generali Central Insurance Company Limited,FY24,AUG,fire,298.31
Go Digit General Insurance Ltd,FY25,AUG,fire,447.27
Go Digit General Insurance Ltd,FY24,AUG,fire,292.88
HDFC Ergo General Insurance Co Ltd,FY25,AUG,fire,1107.65
HDFC Ergo General Insurance Co Ltd,FY24,AUG,fire,1078.27
ICICI Lombard General Insurance Co Ltd,FY25,AUG,fire,2006.55
ICICI Lombard General Insurance Co Ltd,FY24,AUG,fire,1762.97
IFFCO-Tokio General Insurance Co Ltd,FY25,AUG,fire,588.48
IFFCO-Tokio General Insurance Co Ltd,FY24,AUG,fire,479.62
Liberty  General Insurance Co. Ltd,FY25,AUG,fire,38.34
Liberty  General Insurance Co. Ltd,FY24,AUG,fire,30.75
Magma General Insurance Limited,FY25,AUG,fire,152.81
Magma General Insurance Limited,FY24,AUG,fire,153.88
National Insurance Co Ltd,FY25,AUG,fire,831.84
National Insurance Co Ltd,FY24,AUG,fire,606.57
Raheja QBE General Insurance Co Ltd,FY25,AUG,fire,7.92
